WBS_1,WBS_2,WBS_3,WBS_4,DESCRIPTION,UNIT,SUB,L1,1M,L2,L3,MC1,MC2,MC3,MC4,MC5,MC6,L4,L4M,External,QTY,MAT,LAB,TOTAL,AMOUNT
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Fixed Partitions,140mm thick concrete block including concrete stiffener.  (Autoclave aerated Block 150 mm.Thk.),M2,0,1015,1616,211,147,100,80,86,100,80,337,638,280,,4690,665,205,870,4080300
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Fixed Partitions,100mm high RC. curb.,M,0,129,244,93,56,40,40,40,40,40,92,70,0,,884,120,75,195,172380
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Fixed Partitions,150mm high RC. curb.,M,0,158,0,24,0,0,0,0,0,0,0,0,0,,182,175,90,265,48230
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Fixed Partitions,"100mm thick stud partition, 12mm thick gypsumboard both side on C75 frame and 50mm thick, 42kg/cu.m. rockwool [SD6-110]",M2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,760,320,1080,0
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Fixed Partitions,"98mm thick stud partition, 2x12mm thick gypsumboard both side on C50 frame and 50mm thick, 42kg/cu.m. rockwool [SD6-300]",M2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,785,335,1120,0
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Fixed Partitions,900mm high chain link with steel frame,M,0,9,0,0,0,0,0,0,0,0,0,0,0,,9,700,535,1235,11115
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Balustrades and Screens,SD2-102: 900mm high steel handrail including enamel paint [stair]Used Detail SD2-107,M,0,27,9,12,11,32,32,32,32,32,32,9,9,,269,1490,335,1825,490925
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Balustrades and Screens,SD2-100: 900mm high steel handrail including enamel paint [stair],M,0,27,36,12,12,12,12,12,12,12,66,30,30,,273,730,135,865,236145
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Balustrades and Screens,SD2-205: 1100mm high steel balustrade including enamel paint   (100x50x3.2Rail/FB100x9 Column),M,0,0,0,146,85,0,0,0,0,0,0,0,0,,231,3310,555,3865,892815
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Additional Items,Stud & Lintel - 70mm thick Thai brick,M,0,9,16.5,21,7.5,6.75,5.25,6,6.75,5.25,11.25,0,0,,95.25,170,90,260,24765
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Additional Items,Stud & Lintel - 140mm thick Thai brick,M,0,164.25,42.75,43.5,22.5,26.25,21,22.5,26.25,21,199.5,56.25,59.25,,705,385,105,490,345450
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Additional Items,Stud & Lintel - 140mm thick concrete block,M,0,48.75,24,10.5,3.75,2.25,1.5,1.5,2.25,1.5,36,178.5,55.5,,366,385,105,490,179340
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Additional Items,Stud & Lintel - 70mm thick concrete block,M,0,761.25,1212,158.25,110.25,75,60,64.5,75,60,252.75,478.5,210,,3517.5,170,90,260,914550
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Additional Items,900mm high steel handrail including enamel paint             (บันได 5)SD2-107,M,0,7,0,0,0,0,0,0,0,0,0,0,0,,7,1490,335,1825,12775
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Additional Items,900mm high steel handrail including enamel paint             (บันได 6)SD2-107,M,0,0,0,0,0,0,0,0,0,0,12,0,0,,12,1490,335,1825,21900
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Additional Items,900mm high steel handrail including enamel paint                (บันได 8)SD2-107,M,0,0,0,0,0,0,0,0,0,0,0,3,0,,3,1490,335,1825,5475
ARCHITECTURE,PARTITIONS & DOORS,INTERIOR DOORS & WINDOWS,Interior Doors,"SD1: 1.00m wide x 2.05m high steel door with glass view including steel frame, single leaf, 2HR fire rated.",NO.,0,2,1,2,2,0,0,0,0,0,0,5,0,,12,12245,3020,15265,183180
ARCHITECTURE,PARTITIONS & DOORS,INTERIOR DOORS & WINDOWS,Interior Doors,"SD2: 1.00m wide x 2.05m high steel door including steel frame, single leaf.",NO.,0,6,0,0,0,0,0,0,0,0,0,1,0,,7,11080,3020,14100,98700
ARCHITECTURE,PARTITIONS & DOORS,INTERIOR DOORS & WINDOWS,Interior Doors,"SD3: 1.50m wide x 2.05m high steel door including steel frame, double leaves.",NO.,0,2,0,0,0,0,0,0,0,0,0,1,0,,3,17490,4170,21660,64980
ARCHITECTURE,PARTITIONS & DOORS,INTERIOR DOORS & WINDOWS,Interior Doors,"SD4: 1.50m wide x 2.05m high steel door with glass view including steel frame, double leaves.",NO.,0,2,0,1,1,0,0,0,0,0,0,1,0,,5,1870,4170,6040,30200
