WBS_1,WBS_2,WBS_3,WBS_4,DESCRIPTION,UNIT,SUB,L1,1M,L2,L3,MC1,MC2,MC3,MC4,MC5,MC6,L4,L4M,External,QTY,MAT,LAB,TOTAL,AMOUNT
PRELIMINARIES,Office,Office,Office,Site office,Ls.,,,,,,,,,,,,,,,1.00,2500000.00,0.00,2500000.00,2500000.00
PRELIMINARIES,Labor Camp,Labor Camp,Labor Camp,Labor camp,Ls.,,,,,,,,,,,,,,,1.00,10000000.00,0.00,10000000.00,10000000.00
PRELIMINARIES,Temp.Fence,Temp.Fence,Temp.Fence,Temp.Fence,Ls.,,,,,,,,,,,,,,,1.00,500000.00,0.00,500000.00,500000.00
PRELIMINARIES,Other,Other,Other,Other,Ls.,,,,,,,,,,,,,,,1.00,2500000.00,0.00,2500000.00,2500000.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Piling,1.00m dia. pile cut-off.,No.,106.00,,,,,,,,,,,,,,106.00,335.00,1730.00,2065.00,218890.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Piling,1.20m dia. pile cut-off.,No.,70.00,,,,,,,,,,,,,,70.00,335.00,2120.00,2455.00,171850.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Piling,1.50m dia. pile cut-off.,No.,2.00,,,,,,,,,,,,,,2.00,450.00,3460.00,3910.00,7820.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Piling,"Pile head disposal, off-site.",No.,178.00,,,,,,,,,,,,,,178.00,0.00,1325.00,1325.00,235850.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],Excavation to footing,M3,15008.00,,,,,,,,,,,,,,15008.00,0.00,110.00,110.00,1650880.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],"Remove excavation material, off-site",M3,6837.00,,,,,,,,,,,,,,6837.00,0.00,70.00,70.00,478590.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],Back fill by existing soil.,M3,8165.00,,,,,,,,,,,,,,8165.00,0.00,110.00,110.00,898150.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],Existing grade compaction,M2,0.00,,,,,,,,,,,,,,0.00,0.00,35.00,35.00,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],"Compacted sand, 50 100 mm thick",M2,82.00,,,,,,,,,,,,,,820.00,95.00,15.00,110.00,90200.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],"Lean concrete, 50 100 mm thick",M2,82.00,,,,,,,,,,,,,,820.00,165.00,70.00,235.00,192700.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],Concrete 320ksc. cylinder test,M3,1858.00,,,,,,,,,,,,,,1858.00,1985.00,265.00,2250.00,4180500.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],Formworks,M2,1220.00,,,,,,,,,,,,,,1220.00,195.00,260.00,455.00,555100.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],"Rebar SR24, 6mm dia.",KG.,0.00,,,,,,,,,,,,,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],"Rebar SR24, 9mm dia.",KG.,0.00,,,,,,,,,,,,,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],"Rebar SD40, 10mm dia.",KG.,0.00,,,,,,,,,,,,,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],"Rebar SD40, 12mm dia.",KG.,279.00,,,,,,,,,,,,,,279.00,22.50,5.00,27.50,7672.50
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],"Rebar SD40, 16mm dia.",KG.,27341.00,,,,,,,,,,,,,,27341.00,22.00,5.00,27.00,738207.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],"Rebar SD50, 20mm dia.",KG.,10179.00,,,,,,,,,,,,,,10179.00,22.50,4.50,27.00,274833.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],"Rebar SD50, 25mm dia.",KG.,89151.00,,,,,,,,,,,,,,89151.00,22.50,4.50,27.00,2407077.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],"Rebar SD50, 28mm dia.",KG.,178586.00,,,,,,,,,,,,,,178586.00,22.50,4.50,27.00,4821822.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],"Rebar SD50, 32mm dia.",KG.,108769.00,,,,,,,,,,,,,,108769.00,22.50,4.50,27.00,2936763.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Foundation [F1-F12],Allow for Shear Key,KG.,0.00,,,,,,,,,,,,,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Excavation to footing (Include in F1,F2)",M3,0.00,,,,,,,,,,,,,,0.00,0.00,110.00,110.00,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Remove excavation material, off-site (Include in F1,F2)",M3,0.00,,,,,,,,,,,,,,0.00,0.00,70.00,70.00,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Back fill by existing soil. (Include in F1,F2)",M3,0.00,,,,,,,,,,,,,,0.00,0.00,110.00,110.00,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],Existing grade compaction,M2,0.00,,,,,,,,,,,,,,0.00,0.00,35.00,35.00,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Compacted sand, 50 100 mm thick",M2,400.00,,,,,,,,,,,,,,400.00,95.00,15.00,110.00,44000.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Lean concrete, 50 100 mm thick",M2,400.00,,,,,,,,,,,,,,400.00,165.00,70.00,235.00,94000.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],Concrete 320ksc. cylinder test,M3,1077.00,,,,,,,,,,,,,,1077.00,1985.00,265.00,2250.00,2423250.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],Formworks,M2,228.00,,,,,,,,,,,,,,228.00,195.00,260.00,455.00,103740.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Rebar SR24, 6mm dia.",KG.,0.00,,,,,,,,,,,,,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Rebar SR24, 9mm dia.",KG.,0.00,,,,,,,,,,,,,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Rebar SD40, 10mm dia.",KG.,0.00,,,,,,,,,,,,,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Rebar SD40, 12mm dia.",KG.,0.00,,,,,,,,,,,,,,0.00,22.50,5.00,27.50,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Rebar SD40, 16mm dia.",KG.,2035.00,,,,,,,,,,,,,,2035.00,22.00,5.00,27.00,54945.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Rebar SD50, 20mm dia.",KG.,0.00,,,,,,,,,,,,,,0.00,22.50,4.50,27.00,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Rebar SD50, 25mm dia.",KG.,99696.00,,,,,,,,,,,,,,99696.00,22.50,4.50,27.00,2691792.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Rebar SD50, 28mm dia.",KG.,35411.00,,,,,,,,,,,,,,35411.00,22.50,4.50,27.00,956097.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],"Rebar SD50, 32mm dia.",KG.,0.00,,,,,,,,,,,,,,0.00,22.50,4.50,27.00,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],Allow for Shear Key,KG.,0.00,,,,,,,,,,,,,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Mat Foundation [F66],Curring concrete,M2,0.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00
STRUCTURE,SUBSTRUCTURE,FOUNDATION,Soil slope stabilization,Allowance for temporary slope protection.,Item,1.00,,,,,,,,,,,,,,1.00,14332500.00,0.00,14332500.00,14332500.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [UGWx],Concrete 320ksc. cylinder test  ผสมน้ำยากันซึม,M3,229.00,,,,,,,,,,,,,,229.00,2060.00,265.00,2325.00,532425.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [UGWx],Formworks,M2,1418.00,,,,,,,,,,,,,,1418.00,210.00,260.00,470.00,666460.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [UGWx],"Rebar SR24, 6mm dia.",Kg.,0.00,,,,,,,,,,,,,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [UGWx],"Rebar SR24, 9mm dia.",Kg.,1000.00,,,,,,,,,,,,,,1000.00,23.00,5.50,28.50,28500.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [UGWx],"Rebar SD40, 10mm dia.",Kg.,0.00,,,,,,,,,,,,,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [UGWx],"Rebar SD40, 12mm dia.",Kg.,8918.00,,,,,,,,,,,,,,8918.00,22.50,5.00,27.50,245245.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [UGWx],"Rebar SD40, 16mm dia.",Kg.,21407.00,,,,,,,,,,,,,,21407.00,22.00,5.00,27.00,577989.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [UGWx],"Rebar SD50, 20mm dia.",Kg.,3901.00,,,,,,,,,,,,,,3901.00,22.50,4.50,27.00,105327.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [UGWx],"Rebar SD50, 25mm dia.",Kg.,19819.00,,,,,,,,,,,,,,19819.00,22.50,4.50,27.00,535113.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [UGWx],"Rebar SD50, 28mm dia.",Kg.,945.00,,,,,,,,,,,,,,945.00,22.50,4.50,27.00,25515.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [UGWx],"Rebar SD50, 32mm dia.",Kg.,1115.00,,,,,,,,,,,,,,1115.00,22.50,4.50,27.00,30105.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),Water/Damp proof system,Waterproof membrane to external wall.(Bituthene 3000),M2,605.00,,,,,,,,,,,,,,605.00,225.00,45.00,270.00,163350.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),Water/Damp proof system,Chemical coating to internal wall. (Include in Architects work),M2,1130.00,,,,,,,,,,,,,,1130.00,0.00,0.00,0.00,0.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),Water/Damp proof system,"Water stop RX101-3/4"" x 1"" or Equivalent",M,208.00,,,,,,,,,,,,,,208.00,235.00,145.00,380.00,79040.00
STRUCTURE,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),Additional Items,Protection For Waterproof membrane to external wall.,M2,605.00,,,,,,,,,,,,,,605.00,140.00,190.00,330.00,199650.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,Excavation.,M3,0.00,,,,,,,,,,,,,,0.00,0.00,110.00,110.00,0.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,"Remove excavation material, off-site",M3,0.00,,,,,,,,,,,,,,0.00,0.00,70.00,70.00,0.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,Back fill by existing soil.,M3,0.00,,,,,,,,,,,,,,0.00,0.00,110.00,110.00,0.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,Compacted soil,M2,0.00,,,,,,,,,,,,,,0.00,0.00,35.00,35.00,0.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,"Compacted sand, 50mm thick",M2,2.00,,,,,,,,,,,,,,2.00,95.00,15.00,110.00,220.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,"Lean concrete, 50mm thick",M2,2.00,,,,,,,,,,,,,,2.00,165.00,70.00,235.00,470.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,Sheet membrane waterproof,M2,0.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,Concrete 320ksc. cylinder test,M3,142.00,,,,,,,,,,,,,,142.00,1985.00,265.00,2250.00,319500.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,Formworks,M2,537.00,,,,,,,,,,,,,,537.00,195.00,260.00,455.00,244335.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,"Rebar SR24, 6mm dia.",KG.,0.00,,,,,,,,,,,,,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,"Rebar SR24, 9mm dia.",KG.,2183.00,,,,,,,,,,,,,,2183.00,23.00,5.50,28.50,62215.50
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,"Rebar SD40, 10mm dia.",KG.,0.00,,,,,,,,,,,,,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,"Rebar SD40, 12mm dia.",KG.,6185.00,,,,,,,,,,,,,,6185.00,22.50,5.00,27.50,170087.50
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,"Rebar SD40, 16mm dia.",KG.,3781.00,,,,,,,,,,,,,,3781.00,22.00,5.00,27.00,102087.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,"Rebar SD50, 20mm dia.(SD40)",KG.,7905.00,,,,,,,,,,,,,,7905.00,22.00,4.50,26.50,209482.50
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,"Rebar SD50, 25mm dia.(SD40)",KG.,13417.00,,,,,,,,,,,,,,13417.00,22.00,4.50,26.50,355550.50
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,"Rebar SD50, 28mm dia.(SD40)",KG.,26520.00,,,,,,,,,,,,,,26520.00,22.00,4.50,26.50,702780.00
STRUCTURE,SUBSTRUCTURE,STUB COLUMN & TIE BEAM,RC Beam,"Rebar SD50, 32mm dia.",KG.,10259.00,,,,,,,,,,,,,,10259.00,22.50,4.50,27.00,276993.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick",Excavation to footing,M3,0.00,,,,,,,,,,,,,,0.00,0.00,110.00,110.00,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick","Remove excavation material, off-site",M3,0.00,,,,,,,,,,,,,,0.00,0.00,70.00,70.00,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick",Back fill by existing soil.,M3,0.00,,,,,,,,,,,,,,0.00,0.00,110.00,110.00,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick",Existing grade compaction,M2,0.00,,,,,,,,,,,,,,0.00,0.00,35.00,35.00,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick","Compacted sand, 50mm thick",M2,25.00,,,,,,,,,,,,,,25.00,95.00,15.00,110.00,2750.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick","Lean concrete, 50mm thick",M2,25.00,,,,,,,,,,,,,,25.00,165.00,70.00,235.00,5875.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick",Formworks,M2,534.00,,,,,,,,,,,,,,534.00,1575.00,220.00,1795.00,958530.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick","Rebar SR24, 6mm dia.",Kg.,0.00,,,,,,,,,,,,,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick","Rebar SR24, 9mm dia.",Kg.,0.00,,,,,,,,,,,,,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick","Rebar SD40, 10mm dia.",Kg.,0.00,,,,,,,,,,,,,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick","Rebar SD40, 12mm dia.",Kg.,0.00,,,,,,,,,,,,,,0.00,22.50,5.00,27.50,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick","Rebar SD40, 16mm dia.",Kg.,36486.00,,,,,,,,,,,,,,36486.00,22.00,5.00,27.00,985122.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick","Rebar SD50, 20mm dia.(SD40)",Kg.,1132.00,,,,,,,,,,,,,,1132.00,22.00,4.50,26.50,29998.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick","Rebar SD50, 25mm dia.(SD40)",Kg.,0.00,,,,,,,,,,,,,,0.00,22.00,4.50,26.50,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick","Rebar SD50, 28mm dia.(SD40)",Kg.,0.00,,,,,,,,,,,,,,0.00,22.00,4.50,26.50,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,"Compacted sand, 50mm thick","Rebar SD50, 32mm dia.",Kg.,0.00,,,,,,,,,,,,,,0.00,22.50,4.50,27.00,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,Water/Damp proof system,Sheet membrane waterproof (Bituthene 3000),M2,470.00,,,,,,,,,,,,,,470.00,225.00,45.00,270.00,126900.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,Water/Damp proof system,"Water Stope 8""",M,0.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,Soil slope stabilization,Allowance for temporary slope protection.,Item,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,Additional Items,Concrete 320ksc. cylinder test  ผสมน้ำยากันซึม,M3,254.00,,,,,,,,,,,,,,254.00,2060.00,265.00,2325.00,590550.00
STRUCTURE,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,Additional Items,Waterproof (Internal)  (Include in Architects work),M2,940.00,,,,,,,,,,,,,,940.00,0.00,0.00,0.00,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,Excavation.,M3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,115.00,115.00,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,"Remove excavation material, off-site",M3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,75.00,75.00,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,Back fill by existing soil.,M3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,115.00,115.00,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,Compacted soil,M2,0.00,205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,205.00,0.00,40.00,40.00,8200.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,"Compacted sand, 50mm thick",M2,0.00,205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,205.00,95.00,15.00,110.00,22550.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,"Lean concrete, 50mm thick",M2,0.00,205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,205.00,165.00,75.00,240.00,49200.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,Sheet membrane waterproof( PVC Sheet 0.15mm.),M2,0.00,205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,205.00,25.00,10.00,35.00,7175.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,Concrete 320ksc. cylinder test,M3,0.00,151.00,121.00,175.00,12.00,8.00,8.00,8.00,8.00,8.00,8.00,407.00,9.00,,923.00,1985.00,265.00,2250.00,2076750.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,Formworks,M2,0.00,760.00,686.00,733.00,93.00,57.00,57.00,57.00,57.00,57.00,57.00,1235.00,78.00,,3927.00,195.00,260.00,455.00,1786785.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SR24, 6mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SR24, 9mm dia.",KG.,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,44.00,23.00,5.50,28.50,1254.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD40, 10mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD40, 12mm dia.",KG.,0.00,11486.00,9857.00,6291.00,1546.00,717.00,717.00,717.00,717.00,717.00,717.00,10075.00,1653.00,,45210.00,22.50,5.00,27.50,1243275.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD40, 16mm dia.",KG.,0.00,2686.00,4808.00,6003.00,219.00,95.00,95.00,95.00,95.00,95.00,95.00,34450.00,2212.00,,50948.00,22.00,5.00,27.00,1375596.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD50, 20mm dia.(SD40)",KG.,0.00,2140.00,7576.00,1390.00,495.00,402.00,402.00,402.00,402.00,402.00,402.00,14862.00,0.00,,28875.00,22.00,4.50,26.50,765187.50
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD50, 25mm dia.(SD40)",KG.,0.00,12347.00,11510.00,8402.00,1030.00,737.00,737.00,737.00,737.00,737.00,737.00,45623.00,0.00,,83334.00,22.00,4.50,26.50,2208351.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD50, 28mm dia.(SD40)",KG.,0.00,8787.00,0.00,21977.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19444.00,0.00,,50208.00,22.00,4.50,26.50,1330512.00
STRUCTURE,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD50, 32mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.50,4.50,27.00,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,Post Tension Beam [PBxx],Concrete 320ksc. cylinder test,M3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,Post Tension Beam [PBxx],Formworks,M2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,Post Tension Beam [PBxx],"Rebar SR24, 6mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,Post Tension Beam [PBxx],"Rebar SR24, 9mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,Post Tension Beam [PBxx],"Rebar SD40, 10mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,Post Tension Beam [PBxx],"Rebar SD40, 12mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.50,5.00,27.50,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,Post Tension Beam [PBxx],"Rebar SD40, 16mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,5.00,27.00,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,Post Tension Beam [PBxx],"Rebar SD50, 20mm dia.(SD40)",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,4.50,26.50,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,Post Tension Beam [PBxx],"Rebar SD50, 25mm dia.(SD40)",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,4.50,26.50,0.00
STRUCTURE,SUPERSTRUCTURE,BEAM,Post Tension Beam [PBxx],"Rebar SD50, 28mm dia.(SD40)",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,4.50,26.50,0.00
